id,barcode,recipient_name,address,city_district,package_type,size,dimensions_cm,weight_kg,fragile,priority,payment_method,cod_amount_eur,insurance_value_eur,special_instructions,order_date,status
654,KE00065463,Andrej Szűcs,"Záhradnícka 7, Košice - Košická Nová Ves",Košická Nová Ves,Potraviny,S,16x12x8,1.55,Nie,Expres,Firemná faktura,,1447.0,Nevystavovať vlhku,2026-05-17,Čaká na doručenie
655,KE00065522,Marek Bogdán,"Hlavná 139/10, Košice - Staré Mesto",Staré Mesto,Nábytok,XL,89x67x55,8.25,Nie,Overnight,Platba vopred,,,Volať vopred,2026-05-14,Čaká na doručenie
656,KE00065657,Petra Nagy,"Horná 121, Košice - Kavečany",Kavečany,Liek,S,23x17x11,1.21,Nie,Štandard,Firemná faktura,,,Horná strana nahor,2026-05-18,Čaká na doručenie
657,KE00065772,Peter Halász,"Krásnohorská 116, Košice - Krásna",Krásna,Dokument,S,19x14x9,1.06,Nie,Expres,Platba vopred,,1731.01,,2026-05-17,Čaká na doručenie
658,KE00065862,Veronika Bíró,"Brnianska 37, Košice - Sever",Sever,Balík,XXL,136x90x79,40.42,Nie,Expres,Firemná faktura,,1134.97,Nezalomovať,2026-05-16,Čaká na doručenie
659,KE00065958,Tereza Sipos,"Alžbetina 54/32, Košice - Staré Mesto",Staré Mesto,Liek,M,35x29x23,1.56,Nie,Expres,Platba vopred,,,Skladovať v chlade,2026-05-17,Čaká na doručenie
660,KE00066047,Dávid Blaho,"Ďumbierska 42/8, Košice - Nad jazerom",Nad jazerom,Potraviny,L,57x45x34,2.59,Nie,Štandard,Platba vopred,,243.99,Skladovať v chlade,2026-05-12,Čaká na doručenie
661,KE00066152,Kristína Sándor,"Horná 83/24, Košice - Kavečany",Kavečany,Elektronika,S,17x12x8,1.14,Áno,Overnight,Firemná faktura,,,Horná strana nahor,2026-05-14,Čaká na doručenie
662,KE00066230,Ján Molnár,"Zupkova 135/31, Košice - Nad jazerom",Nad jazerom,Balík,L,43x34x26,7.59,Nie,Štandard,Firemná faktura,,942.7,Nevystavovať vlhku,2026-05-13,Čaká na doručenie
663,KE00066394,Igor Kováč,"Meteorová 144/23, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Potraviny,S,18x13x9,1.68,Nie,Štandard,Firemná faktura,,,,2026-05-14,Čaká na doručenie
664,KE00066437,Juraj Fedor,"Hviezdna 40, Košice - Juh",Juh,Náhradný diel,S,18x13x9,0.38,Nie,Štandard,Firemná faktura,,1568.9,Môže zanechať u suseda,2026-05-11,Čaká na doručenie
665,KE00066558,Ján Molnár,"Idanská 37, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Náhradný diel,XS,11x11x5,0.12,Nie,Overnight,Firemná faktura,,,Môže zanechať u suseda,2026-05-17,Čaká na doručenie
666,KE00066666,Ivana Molnár,"Remeselnícka 91, Košice - Poľov",Poľov,Elektronika,XL,66x49x41,19.35,Áno,Ekonomický,Firemná faktura,,,,2026-05-16,Čaká na doručenie
667,KE00066711,Boris Balogh,"Stará 31/28, Košice - Pereš",Pereš,Liek,S,16x12x8,0.86,Nie,Expres,Platba vopred,,1497.78,Krehké - opatrne,2026-05-12,Čaká na doručenie
668,KE00066842,Barbora Krajčí,"Minská 93/1, Košice - Juh",Juh,Oblečenie,M,25x20x16,2.16,Áno,Štandard,Dobierka,325.37,1394.04,Skladovať v chlade,2026-05-11,Čaká na doručenie
669,KE00066926,Veronika Király,"Kavečianska 147/46, Košice - Kavečany",Kavečany,Náhradný diel,XXL,117x78x68,16.95,Áno,Overnight,Dobierka,447.66,,,2026-05-16,Čaká na doručenie
670,KE00067050,Igor Török,"Juhoslovanská 31, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Oblečenie,XS,9x9x4,0.44,Nie,Ekonomický,Platba vopred,,,,2026-05-13,Čaká na doručenie
671,KE00067198,Dušan Halász,"Sibírska 133, Košice - Západ",Západ,Dokument,L,56x45x34,10.37,Nie,Štandard,Dobierka,136.98,1220.97,Horná strana nahor,2026-05-16,Čaká na doručenie
672,KE00067250,Ladislav Fedor,"Svätá 45/1, Košice - Vyšné Opátske",Vyšné Opátske,Nábytok,XL,75x56x47,12.22,Áno,Overnight,Platba vopred,,181.97,Nevystavovať vlhku,2026-05-17,Čaká na doručenie
673,KE00067332,Igor Kiss,"Zlatá 44/14, Košice - Staré Mesto",Staré Mesto,Elektronika,L,41x33x24,11.14,Áno,Štandard,Platba vopred,,1414.77,Volať vopred,2026-05-16,Čaká na doručenie
674,KE00067476,Stanislav Blaho,"Čermeľská 145, Košice - Kavečany",Kavečany,Oblečenie,M,34x28x23,1.3,Nie,Štandard,Dobierka,180.8,,Krehké - opatrne,2026-05-13,Čaká na doručenie
675,KE00067580,Zuzana Hudák,"Viničná 10/38, Košice - Myslava",Myslava,Potraviny,XL,82x61x51,29.83,Nie,Štandard,Platba vopred,,,,2026-05-13,Čaká na doručenie
676,KE00067614,Juraj Mészáros,"Kavečianska 132/17, Košice - Kavečany",Kavečany,Krehký tovar,M,24x20x16,1.02,Áno,Štandard,Firemná faktura,,1180.9,,2026-05-13,Čaká na doručenie
677,KE00067768,Dávid Pintér,"Herlianska 92/1, Košice - Šaca",Šaca,Dokument,L,46x37x28,10.07,Nie,Štandard,Dobierka,275.66,,Horná strana nahor,2026-05-18,Čaká na doručenie
678,KE00067844,Matúš Kiss,"Kamenná 122/17, Košice - Lorinčík",Lorinčík,Oblečenie,XL,74x56x46,21.32,Nie,Štandard,Dobierka,467.7,,Skladovať v chlade,2026-05-17,Čaká na doručenie
679,KE00067921,Dávid Krajčí,"Hradná 8, Košice - Poľov",Poľov,Elektronika,XL,94x71x59,28.46,Áno,Ekonomický,Platba vopred,,1920.23,,2026-05-16,Čaká na doručenie
680,KE00068097,Dávid Mészáros,"Bačíkova 89, Košice - Košická Nová Ves",Košická Nová Ves,Krehký tovar,XS,10x10x5,0.18,Áno,Štandard,Dobierka,121.91,497.02,Skladovať v chlade,2026-05-15,Čaká na doručenie
681,KE00068159,Eva Baláž,"Hornohorská 2, Košice - Krásna",Krásna,Elektronika,L,50x40x30,6.52,Áno,Ekonomický,Firemná faktura,,,,2026-05-15,Čaká na doručenie
682,KE00068256,Mária Tkáč,"Rovníková 35, Košice - Nad jazerom",Nad jazerom,Potraviny,XXL,131x87x76,26.98,Nie,Štandard,Platba vopred,,477.96,,2026-05-15,Čaká na doručenie
683,KE00068371,Monika Szabó,"Robotnícka 1/49, Košice - Šaca",Šaca,Balík,XXL,107x71x62,30.0,Nie,Štandard,Platba vopred,,779.76,Doručiť osobne,2026-05-12,Čaká na doručenie
684,KE00068459,Monika Hegedűs,"Fábryho 108, Košice - Sídlisko KVP",Sídlisko KVP,Dokument,XL,90x68x56,15.55,Nie,Štandard,Firemná faktura,,1153.62,Doručiť osobne,2026-05-18,Čaká na doručenie
685,KE00068556,Monika Fodor,"Myslavská 125/43, Košice - Myslava",Myslava,Dokument,XS,9x9x4,0.2,Nie,Expres,Firemná faktura,,1074.7,,2026-05-11,Čaká na doručenie
686,KE00068615,Ondrej Nagy,"Arm. gen. Svobodu 109/25, Košice - Dargovských hrdinov",Dargovských hrdinov,Nábytok,S,16x12x8,1.91,Nie,Štandard,Firemná faktura,,,Nezalomovať,2026-05-12,Čaká na doručenie
687,KE00068748,Helena Hegedűs,"Bukureštská 118, Košice - Dargovských hrdinov",Dargovských hrdinov,Oblečenie,M,27x22x18,2.02,Áno,Expres,Dobierka,150.15,,Nezalomovať,2026-05-12,Čaká na doručenie
688,KE00068898,Martin Fehér,"Vstupný areál 29, Košice - Sídlisko KVP",Sídlisko KVP,Náhradný diel,XXL,115x76x67,17.01,Nie,Štandard,Firemná faktura,,,Krehké - opatrne,2026-05-14,Čaká na doručenie
689,KE00068933,Tomáš Molnár,"Poludníková 146, Košice - Sever",Sever,Dokument,M,24x20x16,3.24,Nie,Štandard,Dobierka,464.08,,Skladovať v chlade,2026-05-14,Čaká na doručenie
690,KE00069045,Kristína Oravec,"Kavečianska 111/13, Košice - Kavečany",Kavečany,Elektronika,M,31x26x20,2.93,Áno,Expres,Dobierka,288.8,,,2026-05-15,Čaká na doručenie
691,KE00069191,Monika Novák,"Opatovská cesta 129/39, Košice - Západ",Západ,Elektronika,XXL,109x73x63,10.2,Áno,Štandard,Platba vopred,,,Volať vopred,2026-05-14,Čaká na doručenie
692,KE00069211,Jakub Molnár,"Herlianska 57, Košice - Šaca",Šaca,Nábytok,S,16x12x8,0.72,Nie,Overnight,Firemná faktura,,,Horná strana nahor,2026-05-12,Čaká na doručenie
693,KE00069354,Lucia Hudák,"Priemyselná 82, Košice - Šaca",Šaca,Náhradný diel,L,57x45x34,7.99,Nie,Expres,Dobierka,20.97,,,2026-05-17,Čaká na doručenie
694,KE00069412,Tibor Csonka,"Toryská 136, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Krehký tovar,M,29x24x19,2.6,Áno,Expres,Dobierka,179.06,,Skladovať v chlade,2026-05-12,Čaká na doručenie
695,KE00069561,Tereza Šimko,"Viničná 126/25, Košice - Košická Nová Ves",Košická Nová Ves,Dokument,L,52x41x31,12.9,Nie,Štandard,Dobierka,148.23,,,2026-05-16,Čaká na doručenie
696,KE00069667,Helena Fedor,"Potočná 91/27, Košice - Krásna",Krásna,Knihy,M,33x27x22,3.34,Nie,Štandard,Dobierka,204.96,,Volať vopred,2026-05-11,Čaká na doručenie
697,KE00069788,Tereza Fekete,"Jenisejská 103, Košice - Západ",Západ,Dokument,L,53x42x31,10.57,Nie,Štandard,Firemná faktura,,456.14,,2026-05-15,Čaká na doručenie
698,KE00069868,Mária Gál,"Opátska 147/2, Košice - Vyšné Opátske",Vyšné Opátske,Dokument,S,17x12x8,1.33,Áno,Ekonomický,Firemná faktura,,,,2026-05-15,Čaká na doručenie
699,KE00069992,Jakub Blaho,"Ovocná 45, Košice - Barca",Barca,Balík,M,25x21x17,0.79,Nie,Štandard,Dobierka,303.61,928.2,,2026-05-15,Čaká na doručenie
700,KE00070078,Matúš Szabó,"Bulharská 41, Košice - Dargovských hrdinov",Dargovských hrdinov,Potraviny,XS,10x10x5,0.37,Nie,Overnight,Platba vopred,,,Volať vopred,2026-05-12,Čaká na doručenie
701,KE00070143,Matúš Tóth,"Varšavská 7, Košice - Dargovských hrdinov",Dargovských hrdinov,Balík,M,33x28x22,4.23,Nie,Štandard,Firemná faktura,,300.51,,2026-05-12,Čaká na doručenie
702,KE00070266,Jana Hudák,"Arm. gen. Svobodu 94, Košice - Dargovských hrdinov",Dargovských hrdinov,Dokument,S,22x16x11,0.58,Nie,Štandard,Firemná faktura,,597.63,,2026-05-15,Čaká na doručenie
703,KE00070370,Martin Csonka,"Továrenská 67/39, Košice - Šaca",Šaca,Elektronika,S,17x12x8,0.72,Áno,Overnight,Firemná faktura,,1271.45,,2026-05-14,Čaká na doručenie
704,KE00070476,Vladimír Hudák,"Záhradná 40/45, Košice - Myslava",Myslava,Elektronika,XL,73x55x45,13.37,Áno,Štandard,Dobierka,154.96,1022.1,Volať vopred,2026-05-18,Čaká na doručenie
705,KE00070518,Miroslav Szőke,"Remeselnícka 44/42, Košice - Poľov",Poľov,Liek,XL,74x55x46,13.11,Nie,Expres,Firemná faktura,,,Nezalomovať,2026-05-12,Čaká na doručenie
706,KE00070661,Miroslav Fedor,"Sácka 80, Košice - Šaca",Šaca,Elektronika,XL,88x66x55,24.31,Áno,Štandard,Platba vopred,,1331.85,,2026-05-15,Čaká na doručenie
707,KE00070741,Alžbeta Fehér,"Bulharská 130, Košice - Dargovských hrdinov",Dargovských hrdinov,Balík,XXL,121x81x71,13.18,Nie,Štandard,Dobierka,399.65,,,2026-05-16,Čaká na doručenie
708,KE00070884,Helena Fedor,"Vietnamská 46, Košice - Sever",Sever,Dokument,XL,72x54x45,23.06,Nie,Ekonomický,Platba vopred,,,Môže zanechať u suseda,2026-05-15,Čaká na doručenie
709,KE00070924,Mária Fábián,"Okružná 26/4, Košice - Pereš",Pereš,Dokument,XS,8x8x4,0.15,Áno,Štandard,Firemná faktura,,865.21,,2026-05-14,Čaká na doručenie
710,KE00071053,Patrik Pintér,"Viničná 117/17, Košice - Myslava",Myslava,Knihy,XL,72x54x45,20.04,Nie,Štandard,Firemná faktura,,,,2026-05-14,Čaká na doručenie
711,KE00071166,Lucia Lukáč,"Horná 129, Košice - Kavečany",Kavečany,Náhradný diel,S,19x14x9,0.77,Nie,Štandard,Dobierka,218.85,,Nevystavovať vlhku,2026-05-14,Čaká na doručenie
712,KE00071231,Marek Csonka,"Robotnícka 47, Košice - Šaca",Šaca,Knihy,S,17x13x8,1.1,Nie,Expres,Platba vopred,,1535.13,Krehké - opatrne,2026-05-16,Čaká na doručenie
713,KE00071350,Boris Király,"Jenisejská 84/31, Košice - Západ",Západ,Oblečenie,L,55x44x33,4.77,Nie,Štandard,Platba vopred,,,Krehké - opatrne,2026-05-14,Čaká na doručenie
714,KE00071442,Andrea Kováč,"Záhradná 109/49, Košice - Myslava",Myslava,Krehký tovar,L,41x32x24,6.72,Áno,Ekonomický,Platba vopred,,,Môže zanechať u suseda,2026-05-15,Čaká na doručenie
715,KE00071571,Zuzana Molnár,"Záhradnícka 7, Košice - Košická Nová Ves",Košická Nová Ves,Elektronika,XL,81x61x51,8.39,Áno,Expres,Firemná faktura,,657.71,Nevystavovať vlhku,2026-05-17,Čaká na doručenie
716,KE00071619,Martina Polák,"Perešská 100/46, Košice - Pereš",Pereš,Balík,M,35x29x23,3.14,Nie,Štandard,Dobierka,187.88,,Nevystavovať vlhku,2026-05-14,Čaká na doručenie
717,KE00071718,Ladislav Jakab,"Továrenská 39/38, Košice - Šaca",Šaca,Knihy,S,20x15x10,0.99,Nie,Štandard,Dobierka,267.86,1546.48,,2026-05-14,Čaká na doručenie
718,KE00071860,Richard Molnár,"Priemyselná 115/14, Košice - Šaca",Šaca,Elektronika,L,44x35x26,6.07,Áno,Expres,Firemná faktura,,827.45,Doručiť osobne,2026-05-18,Čaká na doručenie
719,KE00071921,Lenka Kiss,"Perešská 136, Košice - Pereš",Pereš,Náhradný diel,XS,10x10x5,0.5,Nie,Overnight,Firemná faktura,,160.35,,2026-05-13,Čaká na doručenie
720,KE00072029,Lenka Nagy,"Krásnohorská 137, Košice - Krásna",Krásna,Elektronika,XL,93x70x58,19.47,Áno,Expres,Firemná faktura,,,Horná strana nahor,2026-05-14,Čaká na doručenie
721,KE00072143,Anna Bíró,"Herlianska 47/22, Košice - Šaca",Šaca,Balík,XXL,131x87x76,47.94,Nie,Štandard,Firemná faktura,,860.03,Nezalomovať,2026-05-18,Čaká na doručenie
722,KE00072215,Dušan Blaho,"Bernoláková 137, Košice - Sever",Sever,Nábytok,XL,93x70x58,27.12,Nie,Štandard,Dobierka,94.89,,,2026-05-18,Čaká na doručenie
723,KE00072366,Mária Gáborík,"Magnetová 90/21, Košice - Nad jazerom",Nad jazerom,Potraviny,XXL,106x70x61,22.12,Nie,Ekonomický,Firemná faktura,,,Doručiť osobne,2026-05-18,Čaká na doručenie
724,KE00072484,Adam Bogdán,"Sofijská 7, Košice - Dargovských hrdinov",Dargovských hrdinov,Potraviny,S,19x14x9,1.0,Nie,Štandard,Platba vopred,,,Doručiť osobne,2026-05-17,Čaká na doručenie
725,KE00072568,Martina Bogdán,"Opátska 42/8, Košice - Vyšné Opátske",Vyšné Opátske,Potraviny,XL,75x56x47,29.87,Nie,Štandard,Firemná faktura,,,Volať vopred,2026-05-11,Čaká na doručenie
726,KE00072692,Marek Balogh,"Hlavná 98/26, Košice - Staré Mesto",Staré Mesto,Potraviny,M,35x29x23,4.26,Nie,Ekonomický,Dobierka,352.1,1928.83,Horná strana nahor,2026-05-12,Čaká na doručenie
727,KE00072730,Kristína Kováč,"Herlianska 37/12, Košice - Šaca",Šaca,Liek,S,20x15x10,0.45,Áno,Expres,Firemná faktura,,,,2026-05-13,Čaká na doručenie
728,KE00072813,Adam Katona,"Údolná 45/10, Košice - Lorinčík",Lorinčík,Krehký tovar,S,18x14x9,1.86,Áno,Štandard,Dobierka,204.81,648.93,,2026-05-13,Čaká na doručenie
729,KE00072924,Miroslav Pintér,"Herlianska 121, Košice - Šaca",Šaca,Náhradný diel,XS,10x10x5,0.41,Nie,Štandard,Platba vopred,,,Skladovať v chlade,2026-05-17,Čaká na doručenie
730,KE00073022,Lucia Šimko,"Okružná 107/35, Košice - Pereš",Pereš,Liek,XL,89x67x56,3.02,Nie,Štandard,Dobierka,329.91,,,2026-05-13,Čaká na doručenie
731,KE00073148,Stanislav Lukács,"Okružná 147, Košice - Pereš",Pereš,Dokument,S,22x16x11,0.46,Nie,Expres,Dobierka,309.43,1462.76,Môže zanechať u suseda,2026-05-15,Čaká na doručenie
732,KE00073228,Patrik Šimko,"Továrenská 134/18, Košice - Šaca",Šaca,Nábytok,M,29x24x19,3.48,Nie,Expres,Firemná faktura,,372.52,,2026-05-18,Čaká na doručenie
733,KE00073393,Ján Jakab,"Gemerská 42, Košice - Sídlisko KVP",Sídlisko KVP,Nábytok,L,49x39x29,5.81,Nie,Štandard,Firemná faktura,,,Nevystavovať vlhku,2026-05-11,Čaká na doručenie
734,KE00073479,Pavel Fekete,"Mníšska 87/12, Košice - Vyšné Opátske",Vyšné Opátske,Dokument,L,55x44x33,7.39,Nie,Expres,Platba vopred,,,Skladovať v chlade,2026-05-13,Čaká na doručenie
735,KE00073575,Rastislav Máté,"Hronská 59/8, Košice - Nad jazerom",Nad jazerom,Oblečenie,XXL,110x73x64,44.93,Nie,Štandard,Platba vopred,,,,2026-05-12,Čaká na doručenie
736,KE00073677,Matúš Bogdán,"Moldavská cesta 57/13, Košice - Juh",Juh,Nábytok,M,30x25x20,4.01,Nie,Overnight,Firemná faktura,,,,2026-05-15,Čaká na doručenie
737,KE00073761,Dávid Fábián,"Sibírska 41, Košice - Západ",Západ,Krehký tovar,XXL,137x91x80,19.05,Áno,Štandard,Firemná faktura,,1938.6,Volať vopred,2026-05-15,Čaká na doručenie
738,KE00073828,Anna Molnár,"Poľná 134/31, Košice - Košická Nová Ves",Košická Nová Ves,Dokument,S,21x16x10,0.74,Nie,Štandard,Platba vopred,,,,2026-05-18,Čaká na doručenie
739,KE00073996,Dávid Sándor,"Nová 63, Košice - Pereš",Pereš,Knihy,L,47x38x28,3.71,Nie,Štandard,Dobierka,446.86,,,2026-05-17,Čaká na doručenie
740,KE00074079,Radoslav Csonka,"Jazerná 114, Košice - Nad jazerom",Nad jazerom,Oblečenie,M,24x20x16,1.03,Nie,Štandard,Platba vopred,,,Volať vopred,2026-05-11,Čaká na doručenie
741,KE00074121,Matúš Fekete,"Viničná 19/49, Košice - Myslava",Myslava,Oblečenie,M,35x29x23,0.68,Nie,Štandard,Firemná faktura,,,Môže zanechať u suseda,2026-05-14,Čaká na doručenie
742,KE00074272,Andrea Tóth,"Ovocná 127/28, Košice - Barca",Barca,Oblečenie,XXL,101x67x58,40.8,Nie,Ekonomický,Firemná faktura,,1429.06,Nevystavovať vlhku,2026-05-13,Čaká na doručenie
743,KE00074392,Radoslav Baláž,"Vietnamská 57/43, Košice - Sever",Sever,Nábytok,XXL,119x79x69,34.27,Nie,Štandard,Firemná faktura,,1678.03,,2026-05-18,Čaká na doručenie
744,KE00074414,Katarína Szőke,"Moskovská trieda 31/16, Košice - Dargovských hrdinov",Dargovských hrdinov,Potraviny,XXL,130x86x75,34.15,Áno,Expres,Firemná faktura,,,,2026-05-11,Čaká na doručenie
745,KE00074555,Richard Horváth,"Remeselnícka 7, Košice - Poľov",Poľov,Potraviny,XXL,141x94x82,13.95,Nie,Overnight,Firemná faktura,,,,2026-05-13,Čaká na doručenie
746,KE00074673,Anna Szűcs,"Považská 115/21, Košice - Sever",Sever,Elektronika,XXL,108x72x63,41.75,Áno,Štandard,Firemná faktura,,1632.78,,2026-05-12,Čaká na doručenie
747,KE00074754,Stanislav Molnár,"Meteorová 91/48, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Potraviny,M,25x21x16,3.75,Nie,Štandard,Dobierka,194.43,,,2026-05-14,Čaká na doručenie
748,KE00074835,Mária Horváth,"Továrenská 93/11, Košice - Šaca",Šaca,Náhradný diel,XS,8x8x4,0.22,Nie,Expres,Platba vopred,,,,2026-05-12,Čaká na doručenie
749,KE00074966,Jakub Fekete,"Janigova 104/10, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Potraviny,XL,75x56x47,6.59,Nie,Štandard,Firemná faktura,,,Krehké - opatrne,2026-05-17,Čaká na doručenie
750,KE00075012,Radoslav Horváth,"Gemerská 141, Košice - Sídlisko KVP",Sídlisko KVP,Elektronika,L,44x35x26,10.73,Áno,Štandard,Dobierka,325.71,494.92,Doručiť osobne,2026-05-15,Čaká na doručenie
751,KE00075140,Róbert Pintér,"Okružná 107/37, Košice - Pereš",Pereš,Nábytok,S,22x17x11,1.25,Nie,Overnight,Firemná faktura,,1801.11,Skladovať v chlade,2026-05-14,Čaká na doručenie
752,KE00075287,Filip Šimko,"Robotnícka 92, Košice - Šaca",Šaca,Elektronika,M,34x28x22,4.94,Áno,Expres,Platba vopred,,1616.43,,2026-05-11,Čaká na doručenie
753,KE00075393,Anna Fedor,"Bernoláková 142/15, Košice - Sever",Sever,Liek,XL,90x68x56,15.43,Nie,Štandard,Platba vopred,,,,2026-05-18,Čaká na doručenie
754,KE00075427,Tomáš Hegedűs,"Pasteurova 123/10, Košice - Sídlisko KVP",Sídlisko KVP,Nábytok,M,24x20x16,3.73,Nie,Štandard,Dobierka,300.88,,,2026-05-12,Čaká na doručenie
755,KE00075585,Filip Hegedűs,"Hájna 116, Košice - Poľov",Poľov,Náhradný diel,M,27x23x18,3.06,Nie,Ekonomický,Firemná faktura,,1511.39,,2026-05-18,Čaká na doručenie
756,KE00075683,Dávid Vincze,"Moskovská trieda 17/47, Košice - Dargovských hrdinov",Dargovských hrdinov,Krehký tovar,S,17x13x8,1.28,Áno,Overnight,Dobierka,464.77,1892.83,Krehké - opatrne,2026-05-17,Čaká na doručenie
757,KE00075791,Jana Novák,"Remeselnícka 98/9, Košice - Poľov",Poľov,Potraviny,XS,9x9x4,0.17,Nie,Overnight,Dobierka,203.71,,Krehké - opatrne,2026-05-15,Čaká na doručenie
758,KE00075882,Pavel Horváth,"Meteorová 116/34, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Knihy,XL,65x49x41,18.04,Áno,Štandard,Platba vopred,,65.03,Krehké - opatrne,2026-05-18,Čaká na doručenie
759,KE00075932,Natália Sipos,"Barčianska 45, Košice - Barca",Barca,Dokument,S,20x15x10,1.96,Nie,Overnight,Platba vopred,,,,2026-05-11,Čaká na doručenie
760,KE00076088,Martin Fehér,"Kláštorná 114, Košice - Vyšné Opátske",Vyšné Opátske,Oblečenie,XS,11x11x5,0.22,Nie,Štandard,Platba vopred,,318.95,Horná strana nahor,2026-05-17,Čaká na doručenie
761,KE00076171,Rastislav Katona,"Továrenská 141/29, Košice - Šaca",Šaca,Krehký tovar,XL,66x49x41,9.65,Áno,Štandard,Platba vopred,,1834.05,Nezalomovať,2026-05-12,Čaká na doručenie
762,KE00076265,Ivana Jakab,"Varšavská 24/21, Košice - Dargovských hrdinov",Dargovských hrdinov,Náhradný diel,XL,86x64x54,17.09,Nie,Expres,Dobierka,382.94,,,2026-05-14,Čaká na doručenie
763,KE00076349,Marek Molnár,"Poľovská 126, Košice - Poľov",Poľov,Liek,XL,79x59x49,13.5,Nie,Ekonomický,Platba vopred,,,Môže zanechať u suseda,2026-05-18,Čaká na doručenie
764,KE00076437,Peter Tóth,"Moldavská 81/35, Košice - Krásna",Krásna,Náhradný diel,M,28x23x19,2.08,Nie,Štandard,Platba vopred,,,,2026-05-13,Čaká na doručenie
765,KE00076594,Mária Szabó,"Bukureštská 48/46, Košice - Dargovských hrdinov",Dargovských hrdinov,Nábytok,XXL,105x70x61,18.27,Nie,Štandard,Dobierka,346.25,,Nezalomovať,2026-05-14,Čaká na doručenie
766,KE00076644,Monika Varga,"Sácka 100/24, Košice - Šaca",Šaca,Oblečenie,S,17x12x8,0.64,Nie,Overnight,Firemná faktura,,,,2026-05-15,Čaká na doručenie
767,KE00076772,Radoslav Blaho,"Lorinčícka 107/25, Košice - Lorinčík",Lorinčík,Potraviny,L,45x36x27,1.15,Nie,Štandard,Dobierka,346.3,326.26,,2026-05-17,Čaká na doručenie
768,KE00076835,Adam Oravec,"Idanská 138, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Oblečenie,XXL,130x86x76,37.8,Nie,Štandard,Platba vopred,,,Skladovať v chlade,2026-05-17,Čaká na doručenie
769,KE00076966,Ivana Varga,"Galvaniho 128, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Balík,L,49x39x29,2.56,Nie,Overnight,Platba vopred,,,Skladovať v chlade,2026-05-15,Čaká na doručenie
